State,All Students Rates,American Indians Rates,Asian Americans Rates,Hawaiian/Pacific Islanders Rates,Black Students Rates,Latino Students Rates,White Students Rates,EL Students Rates,GAP: American Indians vs. Whites (in percentage points),GAP: Blacks vs. Whites (in percentage points),GAP: Latinos vs. Whites (in percentage points),All Males Rates,American Indian Males Rates,Asian American Males Rates,Hawaiian/ Pacific Islander Males Rates,Black Males Rates,Latino Males Rates,White Males Rates,Male EL Students Rates,All Females Rates,American Indian Females Rates,Asian American Females Rates,Hawaiian/ Pacific Islander Females Rates,Black Females Rates,Latina Females Rates,White Females Rates,EL Females Rates,All Students WD Rates,American Indian Students WD Rates,Asian American Students WD Rates,Hawaiian/Pacific Islander Students WD Rates,Black Students WD Rates,Latino Students WD Rates,White Students WD Rates,EL Students WD Rates,All Males WD Rates,American Indian Males WD Rates,Asian American Males WD Rates,Hawaiian/Pacific Islander Males WD Rates,Black Males WD Rates,Latino Males WD Rates,Whites Males WD Rates,EL Males WD Rates,All Females WD Rates,American Indian Females WD Rates,Asian American Females WD Rates,Hawaiian/Pacific Islander Females WD Rates,Black Females WD Rates,Latina Females WD Rates,Whites Females WD Rates,EL Females WD Rates,All Students WOD Rates,American Indian Students WOD Rates,Asian American Students WOD Rates,Hawaiian/Pacific Islander Students WOD Rates,Black Students WOD Rates,Latino Students WOD Rates,White Students WOD Rates,EL Students WOD Rates,All Males WOD Rates,American Indian Males WOD Rates,Asian American Males WOD Rates,Hawaiian/Pacific Islander Males WOD Rates,Black Males WOD Rates,Latino Males WOD Rates,Whites Males WOD Rates,EL Males WOD Rates,All Females WOD Rates,American Indian Females WOD Rates,Asian American Females WOD Rates,Hawaiian/Pacific Islander Females WOD Rates,Black Females WOD Rates,Latina Females WOD Rates,Whites Females WOD Rates,EL Females WOD Rates,High Suspending Schools (25),High Suspending Schools (50),Lower-Suspending Schools,Total Suspended Students,Suspended American Indians,Suspended Asian Americans,Suspended Hawaiian/Pacific Islanders,Suspended Blacks,Suspended Latinos,Suspended Whites,Suspended EL Students,Suspended Males,Suspended American Indian Males,Suspended Asian American Males,Suspended Hawaiian/Pacific Islander Males,Suspended Black Males,Suspended Latino Males,Suspended White Males,Suspended EL Males,Suspended Females,Suspended American Indian Females,Suspended Asian American Females,Suspended Hawaiian/Pacific Islander Females,Suspended Black Females,Suspended Latina Females,Suspended White Females,Suspended EL Females,Suspended Students WD,Suspended American Indians WD,Suspended Asian Americans WD,Suspended Hawaiian/Pacific Islanders WD,Suspended Blacks WD,Suspended Latinos WD,Suspended Whites WD,Suspended EL Students WD,Suspended Males WD,Suspended American Indian Males WD,Suspended Asian American Males WD,Suspended Hawaiian/Pacific Islander Males WD,Suspended Black Males WD,Suspended Latino Males WD,Suspended White Males WD,Suspended EL Males WD,Suspended Females WD,Suspended American Indian Females WD,Suspended Asian American Females WD,Suspended Hawaiian/Pacific Islander Females WD,Suspended Black Females WD,Suspended Latina Females WD,Suspended White Females WD,Suspended EL Females WD,Suspended Students WOD,Suspended American Indians WOD,Suspended Asian Americans WOD,Suspended Hawaiian/Pacific Islanders WOD,Suspended Blacks WOD,Suspended Latinos WOD,Suspended Whites WOD,Suspended EL Students WOD,Suspended Males WOD,Suspended American Indian Males WOD,Suspended Asian American Males WOD,Suspended Hawaiian/Pacific Islander Males WOD,Suspended Black Males WOD,Suspended Latino Males WOD,Suspended White Males WOD,Suspended EL Males WOD,Suspended Females WOD,Suspended American Indian Females WOD,Suspended Asian American Females WOD,Suspended Hawaiian/Pacific Islander Females WOD,Suspended Black Females WOD,Suspended Latina Females WOD,Suspended White Females WOD,Suspended EL Females WOD,All Students Enrollment,American Indian Enrollment,Asian American Enrollment,Hawaiian/Pacific Islander Enrollment,Black Enrollment,Latino Enrollment,White Enrollment,EL Enrollment,Male Enrollment,American Indian Male Enrollment,Asian American Male Enrollment,Hawaiian/Pacific Islander Male Enrollment,Black Male Enrollment,Latino Male Enrollment,White Male Enrollment,EL Male Enrollment,Female Enrollment,American Indian Female Enrollment,Asian American Female Enrollment,Hawaiian/Pacific Islander Female Enrollment,Black Female Enrollment,Latina Female Enrollment,White Female Enrollment,EL Female Enrollment,Students WD Enrollment,American Indians WD Enrollment,Asian Americans WD Enrollment,Hawaiian/Pacific Islanders WD Enrollment,Blacks WD Enrollment,Latinos WD Enrollment,Whites WD Enrollment,EL Students WD Enrollment,Males WD Enrollment,American Indian Males WD Enrollment,Asian American Males WD Enrollment,Hawaiian/Pacific Islander Males WD Enrollment,Black Males WD Enrollment,Latino Males WD Enrollment,White Males WD Enrollment,EL Males WD Enrollment,Females WD Enrollment,American Indian Females WD Enrollment,Asian American Females WD Enrollment,Hawaiian/Pacific Islander Females WD Enrollment,Black Females WD Enrollment,Latina Females WD Enrollment,White Females WD Enrollment,EL Females WD Enrollment,Students WOD Enrollment,American Indians WOD Enrollment,Asian Americans WOD Enrollment,Hawaiian/Pacific Islanders WOD Enrollment,Blacks WOD Enrollment,Latinos WOD Enrollment,Whites WOD Enrollment,EL Students WOD Enrollment,Males WOD Enrollment,American Indian Males WOD Enrollment,Asian American Males WOD Enrollment,Hawaiian/Pacific Islander Males WOD Enrollment,Black Males WOD Enrollment,Latino Males WOD Enrollment,White Males WOD Enrollment,EL Males WOD Enrollment,Females WOD Enrollment,American Indian Females WOD Enrollment,Asian American Indian Females WOD Enrollment,Hawaiian/Pacific Islander Females WOD Enrollment,Black Females WOD Enrollment,Latina Females WOD Enrollment,White Females WOD Enrollment,EL Females WOD Enrollment,Number of Middle Schools,Number of High Schools,Number of Secondary Schools
NC,13.43%,21.43%,2.50%,6.04%,24.57%,12.38%,8.21%,9.66%,13.22,16.36,4.17,17.94%,27.95%,3.66%,7.95%,31.09%,17.25%,11.82%,13.00%,8.74%,14.59%,1.01%,1.22%,17.90%,7.24%,4.41%,5.41%,23.15%,26.40%,2.01%,11.11%,30.95%,19.06%,17.99%,11.52%,27.14%,29.38%,2.27%,20.00%,34.59%,24.20%,22.06%,14.98%,15.29%,17.65%,0.00%,0.00%,23.50%,8.91%,9.90%,3.98%,12.14%,20.65%,2.40%,5.88%,23.39%,11.58%,7.05%,9.19%,16.27%,27.28%,3.62%,6.33%,30.16%,16.20%,10.18%,12.43%,8.17%,13.81%,0.98%,1.20%,17.25%,7.06%,3.97%,5.36%,430,110,195,99630,2335,475,55,50145,10345,32650,3355,67885,1540,350,35,32130,7350,24140,2495,31755,780,95,5,18045,2960,8520,840,20225,400,15,5,9750,1635,7580,560,15720,285,10,5,7285,1330,6190,465,4505,90,0,0,2455,275,1395,70,79410,1930,440,50,40365,8680,25065,2740,52135,1225,330,25,24815,6010,17935,1995,27285,665,90,5,15580,2670,7110,735,741660,10895,19025,910,204100,83560,397590,34715,378310,5510,9555,440,103340,42620,204260,19185,363390,5345,9425,410,100795,40890,193295,15525,87375,1515,745,45,31505,8580,42135,4860,57925,970,440,25,21060,5495,28065,3105,29465,510,245,15,10445,3085,14095,1760,654335,9345,18320,850,172600,74935,355460,29830,320380,4490,9110,395,82280,37095,176225,16050,333935,4815,9175,370,90300,37795,179200,13720,465,495,1020
ND,3.20%,11.28%,0.00%,0.00%,4.94%,4.35%,2.21%,5.37%,9.07,2.73,2.14,4.29%,14.70%,0.00%,0.00%,7.46%,6.14%,3.07%,6.88%,1.77%,8.61%,0.00%,0.00%,2.48%,1.79%,1.08%,3.66%,4.93%,10.78%,0.00%,,3.13%,2.86%,3.60%,9.38%,6.28%,11.32%,0.00%,,4.76%,5.00%,4.98%,10.81%,2.31%,6.35%,0.00%,,0.00%,0.00%,0.90%,8.00%,2.97%,11.65%,0.00%,0.00%,4.76%,3.55%,2.06%,3.86%,3.92%,15.11%,0.00%,0.00%,7.14%,6.90%,2.84%,6.25%,1.69%,8.43%,0.00%,0.00%,2.80%,1.98%,1.06%,3.57%,5,0,145,1495,480,0,0,65,50,865,95,1025,305,0,0,50,35,615,65,405,180,0,0,15,10,205,30,290,90,0,0,5,5,165,30,235,60,0,0,5,5,145,20,50,20,0,0,0,0,15,10,1215,395,0,0,55,35,710,55,790,235,0,0,40,30,485,45,350,150,0,0,15,10,185,25,46775,4255,600,60,1315,1150,39125,1770,23905,2075,315,30,670,570,20010,945,22840,2090,275,20,605,560,19055,820,5885,835,30,0,160,175,4580,320,3745,530,20,0,105,100,2910,185,2160,315,5,0,55,45,1665,125,40895,3390,565,55,1155,985,34540,1425,20170,1555,290,25,560,435,17065,720,20700,1780,265,20,535,505,17440,700,35,60,195
NE,7.70%,13.14%,3.88%,3.03%,31.15%,9.21%,5.32%,9.18%,7.81,25.83,3.89,10.33%,15.13%,5.34%,7.14%,36.45%,12.43%,7.44%,11.96%,4.88%,8.72%,2.14%,0.00%,25.47%,5.61%,2.95%,5.04%,15.28%,17.53%,8.11%,0.00%,49.83%,14.76%,11.30%,13.92%,18.46%,20.00%,8.00%,,56.38%,18.92%,13.80%,20.00%,8.97%,17.24%,0.00%,,40.00%,7.04%,5.93%,3.13%,6.53%,11.05%,3.22%,3.45%,27.57%,8.44%,4.39%,8.26%,8.59%,12.57%,4.72%,9.09%,32.09%,11.14%,6.04%,10.27%,4.41%,8.06%,1.87%,0.00%,23.40%,5.43%,2.59%,4.91%,35,10,265,10850,310,110,5,2665,1935,5420,415,7505,180,75,5,1635,1350,3905,290,3330,95,30,0,1015,565,1455,105,2850,85,15,0,715,400,1485,55,2225,60,10,0,530,315,1180,45,595,25,0,0,190,70,275,5,7980,200,85,5,1945,1540,3895,340,5210,105,60,5,1120,1020,2660,225,2715,75,25,0,820,490,1160,95,140890,2360,2835,165,8555,21005,101835,4520,72655,1190,1405,70,4485,10865,52520,2425,68255,1090,1400,50,3985,10080,49335,2085,18650,485,185,10,1435,2710,13140,395,12055,300,125,0,940,1665,8550,225,6635,145,50,0,475,995,4635,160,122230,1810,2640,145,7055,18250,88730,4115,60645,835,1270,55,3490,9155,44010,2190,61615,930,1335,50,3505,9030,44715,1935,115,135,430
NH,8.59%,5.19%,2.33%,0.00%,21.13%,11.31%,8.32%,9.40%,-3.13,12.8,2.99,11.71%,5.71%,4.15%,0.00%,26.73%,14.43%,11.41%,11.93%,5.16%,2.78%,0.41%,0.00%,13.17%,7.20%,4.98%,7.44%,17.08%,10.00%,10.71%,,28.79%,21.77%,16.57%,20.00%,20.32%,16.67%,20.00%,,39.47%,26.32%,19.43%,25.93%,11.27%,0.00%,0.00%,,21.74%,14.29%,11.03%,13.33%,7.33%,3.08%,1.87%,0.00%,19.31%,9.68%,7.12%,8.61%,10.22%,3.85%,2.80%,0.00%,23.12%,12.26%,9.92%,10.58%,4.54%,3.13%,0.44%,0.00%,11.70%,6.11%,4.40%,7.11%,25,5,55,8505,20,60,0,450,435,7415,220,5975,10,55,0,290,290,5240,145,2475,5,5,0,135,130,2150,80,2605,5,15,0,95,135,2300,45,1985,5,15,0,75,100,1730,35,620,0,0,0,25,30,550,10,5965,10,45,0,335,305,5185,180,4095,5,35,0,200,190,3550,110,1875,5,5,0,100,95,1630,70,99025,385,2580,40,2130,3845,89075,2340,51025,175,1325,15,1085,2010,45910,1215,47970,180,1225,10,1025,1805,43190,1075,15250,50,140,0,330,620,13880,225,9770,30,75,0,190,380,8905,135,5500,10,50,0,115,210,4985,75,81345,325,2405,30,1735,3150,72815,2090,40065,130,1250,10,865,1550,35795,1040,41285,160,1140,10,855,1555,37060,985,85,80,170
NJ,7.55%,6.08%,1.52%,4.72%,17.79%,10.55%,4.66%,5.57%,1.42,13.13,5.89,9.99%,4.76%,2.20%,5.71%,22.22%,13.75%,6.62%,7.15%,4.98%,4.48%,0.56%,4.35%,13.17%,7.07%,2.61%,3.23%,13.75%,11.76%,2.35%,50.00%,23.11%,15.80%,9.50%,9.64%,15.89%,11.11%,3.13%,100.00%,26.07%,18.19%,11.33%,11.76%,9.47%,0.00%,0.57%,100.00%,17.43%,10.48%,5.62%,5.56%,6.40%,5.26%,1.37%,2.05%,16.22%,9.41%,3.78%,5.20%,8.52%,2.13%,1.91%,2.06%,20.57%,12.29%,5.43%,6.65%,4.42%,3.77%,0.43%,1.96%,12.27%,6.41%,2.20%,3.02%,135,25,350,48320,45,885,50,17635,12410,16690,915,32605,15,650,30,11125,8270,12125,630,15625,15,160,20,6465,4055,4565,245,13870,10,70,25,5025,3190,5220,80,10450,5,60,15,3670,2335,4100,60,3320,0,5,10,1320,765,1055,15,34475,30,755,20,12555,9160,11480,805,22195,5,525,10,7390,5810,7985,545,12310,10,120,10,5085,3210,3445,220,639715,740,58200,1060,99140,117645,358435,16440,326300,315,29550,525,50070,60150,183270,8815,313455,335,28590,460,49105,57340,175170,7595,100865,85,2980,50,21745,20185,54935,830,65780,45,1915,15,14080,12840,36200,510,35070,20,870,10,7575,7300,18770,270,538885,570,55220,975,77410,97350,303545,15495,260505,235,27535,485,35930,47270,147115,8200,278355,265,27655,425,41435,50065,156355,7290,355,405,825
NM,12.79%,14.44%,3.94%,0.00%,17.23%,14.54%,8.27%,13.84%,6.17,8.96,6.27,16.42%,18.46%,5.45%,0.00%,21.21%,18.36%,11.18%,16.94%,9.00%,10.33%,1.90%,0.00%,11.58%,10.57%,5.06%,9.72%,18.99%,22.76%,12.50%,0.00%,25.00%,20.11%,13.09%,18.12%,22.05%,25.46%,11.76%,0.00%,30.99%,23.47%,15.98%,21.35%,12.30%,16.23%,14.29%,,20.69%,13.53%,6.67%,12.10%,11.88%,13.13%,3.46%,0.00%,15.85%,13.69%,7.54%,12.45%,15.29%,16.99%,4.50%,0.00%,19.16%,17.36%,10.17%,15.46%,8.66%,9.75%,1.49%,0.00%,10.55%,10.22%,4.84%,9.22%,85,10,115,20285,2440,85,0,585,13340,3510,2675,13270,1585,60,0,385,8540,2435,1805,6995,855,20,0,180,4775,1045,840,3785,545,15,0,135,2315,665,740,2905,415,10,0,110,1745,545,570,840,125,5,0,30,550,110,170,16470,1895,70,0,450,10975,2820,1900,10340,1175,45,0,275,6780,1870,1235,6145,730,15,0,145,4200,920,665,158555,16900,2155,140,3395,91735,42440,19325,80800,8585,1100,45,1815,46510,21780,10655,77760,8275,1050,60,1555,45155,20650,8640,19935,2395,120,10,540,11510,5080,4085,13175,1630,85,5,355,7435,3410,2670,6830,770,35,0,145,4065,1650,1405,138595,14435,2025,120,2840,80190,37380,15260,67645,6915,1000,40,1435,39060,18385,7990,70930,7490,1005,60,1375,41100,19000,7215,155,150,345
NV,9.32%,11.11%,2.75%,7.89%,20.01%,10.19%,6.75%,15.05%,4.37,13.26,3.45,12.65%,14.89%,3.90%,9.86%,26.01%,13.75%,9.59%,19.46%,5.79%,7.00%,1.37%,5.86%,13.45%,6.46%,3.75%,9.01%,28.06%,17.98%,14.15%,26.32%,55.27%,26.70%,19.33%,26.70%,32.92%,22.41%,18.67%,25.93%,63.23%,31.46%,23.38%,31.28%,18.70%,10.00%,3.45%,27.27%,39.66%,17.76%,11.54%,17.07%,7.20%,9.64%,2.29%,6.63%,13.36%,8.41%,5.33%,11.41%,9.60%,11.82%,3.08%,8.30%,16.68%,11.26%,7.53%,14.98%,4.80%,6.10%,1.32%,5.34%,10.14%,5.61%,3.15%,7.04%,90,15,55,20575,280,375,225,4440,8675,5610,2670,14360,195,275,145,3020,6005,4095,1985,6210,85,90,80,1420,2675,1515,680,6310,80,75,50,1940,2220,1645,1120,4890,65,70,35,1470,1705,1320,865,1425,15,5,15,470,515,330,245,14270,200,300,175,2495,6455,3980,1545,9470,120,205,110,1550,4310,2790,1115,4780,65,85,70,950,2160,1185,430,220740,2520,13635,2850,22190,85105,83165,17740,113505,1310,7055,1470,11610,43685,42715,10200,107220,1215,6575,1365,10555,41405,40450,7545,22490,445,530,190,3510,8315,8510,4195,14855,290,375,135,2325,5420,5645,2765,7620,150,145,55,1185,2900,2860,1435,198250,2075,13100,2640,18675,76790,74655,13545,98650,1015,6665,1325,9290,38265,37070,7445,99595,1065,6420,1305,9370,38515,37600,6110,105,105,235
NY,6.97%,8.99%,1.76%,0.91%,17.82%,8.53%,5.14%,6.59%,3.85,12.69,3.39,9.28%,11.41%,2.76%,2.63%,21.78%,11.21%,7.15%,8.57%,4.54%,5.76%,0.53%,0.00%,13.66%,5.55%,3.00%,3.70%,13.69%,15.27%,3.01%,0.00%,25.72%,14.29%,10.61%,8.90%,15.91%,16.00%,4.04%,,28.78%,16.64%,12.65%,11.58%,9.26%,9.30%,0.00%,,19.09%,8.42%,6.56%,3.03%,5.88%,7.46%,1.54%,0.98%,15.95%,7.42%,4.27%,5.85%,7.84%,9.54%,2.30%,2.94%,19.37%,9.67%,6.04%,7.39%,3.97%,4.17%,0.44%,0.00%,12.56%,5.00%,2.57%,3.40%,195,45,495,61280,410,665,5,18365,8780,32000,1375,41715,255,525,5,11475,5915,22795,975,19500,120,100,0,6855,2780,9120,345,16870,100,55,0,5025,2255,8920,325,12640,60,45,0,3595,1660,6890,260,4055,20,0,0,1325,480,1940,40,44405,280,555,5,13265,6445,23030,1005,29030,165,410,5,7755,4120,15950,670,15325,75,80,0,5415,2215,7045,270,879245,4560,37840,550,103035,102960,622880,20865,449635,2235,18995,190,52695,52775,318820,11380,429580,2085,18720,210,50170,50130,304130,9315,123220,655,1825,5,19535,15785,84095,3650,79455,375,1115,0,12490,9975,54485,2245,43780,215,585,0,6940,5700,29595,1320,755650,3755,35930,510,83180,86895,538760,17175,370045,1730,17790,170,40030,42590,264280,9070,385620,1800,18005,185,43120,44295,274510,7950,520,525,1255
OH,9.53%,2.33%,1.94%,6.12%,25.58%,11.62%,6.55%,12.19%,-4.22,19.04,5.08,12.49%,3.03%,3.21%,0.00%,30.36%,15.10%,9.14%,15.26%,6.37%,2.47%,0.42%,5.26%,20.29%,7.00%,3.74%,7.44%,16.59%,10.53%,1.96%,0.00%,31.16%,15.48%,12.37%,14.34%,19.65%,12.50%,1.79%,,34.08%,17.75%,15.32%,20.36%,10.59%,0.00%,0.00%,,25.09%,9.21%,6.30%,8.33%,8.29%,3.03%,1.86%,2.33%,24.10%,10.26%,5.58%,11.68%,10.86%,2.74%,2.87%,0.00%,29.13%,13.05%,7.78%,14.53%,5.79%,3.13%,0.43%,0.00%,19.45%,6.45%,3.36%,7.15%,285,60,565,83025,25,280,15,30645,2950,44450,1245,56040,15,225,0,18560,1965,32090,870,26910,10,30,5,11885,855,12275,335,21370,10,10,0,7535,555,11740,205,16285,5,5,0,5310,395,9365,170,4865,0,0,0,2135,105,2130,40,61545,25,255,5,22915,2220,32570,1020,39695,10,190,0,13175,1385,22545,685,21785,10,30,0,9685,695,9880,280,871275,1075,14410,245,119780,25380,678885,10215,448845,495,7020,90,61140,13015,350920,5700,422455,405,7205,95,58575,12210,328000,4505,128845,95,510,5,24185,3585,94945,1430,82875,40,280,0,15580,2225,61115,835,45935,5,155,0,8510,1140,33825,480,742010,825,13735,215,95095,21630,583725,8735,365665,365,6630,70,45225,10610,289660,4715,376265,320,6920,80,49785,10770,294110,3915,610,735,1520
OK,9.89%,8.08%,3.09%,8.87%,22.02%,14.54%,7.65%,15.60%,0.43,14.37,6.89,12.86%,10.72%,4.33%,9.84%,26.22%,18.17%,10.44%,19.25%,6.68%,4.93%,1.42%,5.45%,17.25%,10.47%,4.61%,11.09%,14.41%,11.81%,8.00%,20.00%,25.79%,18.69%,11.36%,20.39%,17.76%,14.11%,11.11%,33.33%,29.83%,23.66%,14.33%,23.68%,8.22%,6.13%,0.00%,0.00%,18.67%,11.03%,5.31%,13.95%,9.05%,7.19%,2.89%,7.02%,20.94%,13.98%,6.95%,14.61%,11.73%,9.47%,3.85%,9.09%,25.06%,17.06%,9.43%,17.96%,6.41%,4.38%,1.48%,4.84%,16.65%,10.38%,4.37%,10.44%,100,25,305,28195,3740,180,55,6410,4820,12055,1750,18835,2530,125,30,3865,3100,8510,1175,9265,1120,40,15,2470,1680,3510,565,6065,905,20,5,1435,685,2690,370,4750,675,15,5,1065,530,2150,270,1265,170,0,0,365,145,455,90,21995,2780,160,40,4915,4115,9305,1370,14035,1780,105,25,2780,2515,6275,890,7910,870,40,15,2045,1520,2945,460,285025,46310,5830,620,29110,33150,157660,11220,146470,23610,2885,305,14740,17060,81545,6105,138660,22710,2820,275,14315,16050,76090,5095,42090,7660,250,25,5565,3665,23690,1815,26750,4785,135,15,3570,2240,15005,1140,15380,2775,90,5,1955,1315,8565,645,242970,38665,5535,570,23475,29425,133960,9375,119700,18805,2725,275,11095,14745,66565,4955,123310,19850,2705,275,12280,14645,67440,4405,285,460,780
OR,8.17%,12.50%,2.52%,7.12%,17.91%,10.41%,7.21%,11.63%,5.29,10.69,3.2,11.34%,15.45%,3.81%,8.84%,23.35%,14.02%,10.23%,15.59%,4.83%,8.05%,1.07%,5.59%,11.71%,6.57%,4.03%,6.95%,14.86%,15.57%,5.79%,12.00%,25.40%,15.87%,13.45%,13.93%,17.96%,19.44%,5.19%,12.50%,32.05%,19.21%,16.49%,17.55%,8.55%,7.41%,2.44%,0.00%,15.85%,10.50%,7.08%,6.73%,7.18%,10.52%,2.38%,6.29%,15.44%,9.44%,6.32%,11.22%,10.03%,13.61%,3.55%,7.32%,19.88%,12.91%,9.01%,15.17%,4.42%,7.46%,0.93%,4.60%,10.59%,6.10%,3.71%,6.73%,65,5,160,22175,665,280,130,1180,5575,13045,1500,15775,425,210,80,795,3845,9510,1105,6385,210,60,50,370,1715,3540,400,5135,130,35,15,320,1160,3075,395,4085,105,20,10,250,895,2505,315,1010,20,5,0,65,275,540,70,17005,475,250,105,820,4365,9990,1125,11670,300,180,60,515,2935,7005,805,5320,175,50,40,285,1430,2980,315,271465,5320,11110,1825,6590,53560,180835,12900,139145,2750,5505,905,3405,27420,92955,7090,132330,2610,5595,895,3160,26120,87900,5755,34550,835,605,125,1260,7310,22870,2835,22745,540,385,80,780,4660,15190,1795,11810,270,205,20,410,2620,7625,1040,236880,4515,10485,1670,5310,46240,158035,10030,116365,2205,5075,820,2590,22730,77745,5305,120485,2345,5380,840,2690,23455,80285,4680,190,215,490
PA,7.99%,2.62%,1.67%,2.11%,23.77%,15.61%,5.32%,9.18%,-2.7,18.45,10.29,10.39%,1.61%,2.50%,1.56%,27.54%,19.55%,7.42%,12.16%,5.46%,1.96%,0.35%,5.97%,19.74%,11.21%,3.07%,5.78%,13.96%,2.56%,2.43%,0.00%,28.43%,22.29%,10.25%,13.15%,16.29%,0.00%,2.13%,0.00%,30.50%,25.88%,12.55%,16.54%,9.74%,0.00%,0.00%,0.00%,23.77%,16.13%,6.05%,8.23%,6.86%,1.46%,1.52%,3.15%,22.34%,13.91%,4.42%,7.88%,8.92%,1.27%,2.26%,0.00%,26.13%,17.42%,6.22%,10.51%,4.86%,1.27%,0.32%,3.70%,18.61%,10.19%,2.64%,4.99%,205,60,440,65155,35,375,15,20060,8830,34045,1570,43530,10,275,5,11835,5665,24495,1100,21625,10,40,20,8155,3080,9510,460,18130,5,30,0,4995,2365,10070,415,13505,0,15,0,3385,1720,7890,315,4580,0,0,0,1500,625,2135,95,46980,15,320,20,14905,6365,23950,1095,29980,5,230,0,8310,3855,16600,740,16960,5,35,15,6490,2390,7250,335,814960,1335,22470,710,84385,56560,639490,17095,419040,620,11020,320,42970,28980,329935,9045,395880,510,11355,335,41310,27470,309525,7965,129865,195,1235,70,17570,10610,98200,3155,82890,85,705,35,11100,6645,62870,1905,47025,45,460,25,6310,3875,35280,1155,685140,1025,21115,635,66725,45755,541320,13895,336210,395,10175,275,31805,22135,267080,7040,348890,395,10820,295,34870,23455,274225,6720,470,470,1155
RI,14.17%,21.28%,7.41%,15.00%,24.19%,21.45%,10.86%,17.31%,10.41,13.33,10.59,18.77%,21.28%,11.29%,18.18%,30.52%,27.58%,14.65%,23.51%,9.37%,14.29%,2.05%,11.11%,16.97%,14.74%,6.77%,10.04%,23.86%,19.23%,16.00%,50.00%,36.74%,34.10%,17.99%,30.77%,27.27%,18.75%,20.00%,33.33%,40.28%,40.19%,19.19%,41.46%,16.83%,12.50%,0.00%,100.00%,23.19%,21.38%,14.29%,4.55%,12.40%,17.91%,6.78%,0.00%,20.80%,18.69%,9.65%,15.51%,16.56%,23.33%,11.04%,0.00%,26.16%,23.63%,13.41%,20.51%,8.47%,13.51%,2.17%,0.00%,15.34%,13.85%,5.99%,9.41%,40,10,15,9770,100,140,15,1385,2935,4865,515,6645,50,105,10,905,1935,3380,375,3140,35,20,5,465,980,1470,140,2535,25,20,10,395,815,1170,100,1925,15,15,5,290,635,830,85,605,5,0,5,80,170,310,5,7230,60,120,0,965,2115,3695,415,4695,35,90,0,590,1290,2515,280,2535,25,20,0,365,810,1170,120,68935,470,1890,100,5725,13685,44790,2975,35410,235,930,55,2965,7015,23065,1595,33525,245,975,45,2740,6650,21725,1395,10625,130,125,20,1075,2390,6505,325,7060,80,75,15,720,1580,4325,205,3595,40,40,5,345,795,2170,110,58295,335,1770,80,4640,11315,38285,2675,28355,150,815,40,2255,5460,18750,1365,29945,185,920,35,2380,5850,19535,1275,45,50,100
SC,16.18%,16.83%,3.45%,10.00%,26.11%,12.54%,10.24%,9.61%,6.59,15.87,2.3,20.74%,17.27%,5.01%,13.04%,32.12%,17.12%,14.01%,13.41%,11.30%,13.13%,1.24%,4.65%,19.81%,7.28%,6.18%,5.03%,25.62%,17.24%,2.70%,33.33%,33.45%,19.10%,18.88%,16.42%,29.53%,23.53%,4.17%,50.00%,37.84%,22.98%,22.22%,20.44%,17.28%,20.00%,0.00%,,24.16%,8.33%,11.55%,5.68%,14.87%,15.47%,3.18%,8.60%,24.78%,11.78%,9.23%,8.80%,19.07%,17.78%,4.48%,11.90%,30.69%,16.19%,12.70%,12.38%,10.75%,11.96%,1.07%,4.08%,19.28%,6.83%,5.76%,5.10%,275,40,60,59730,175,170,50,35010,2450,20650,1450,39490,95,125,30,22080,1725,14655,1085,20205,65,30,10,12945,685,6000,350,11475,25,5,5,6845,360,4015,225,8940,20,5,5,5265,285,3195,185,2505,5,0,0,1590,50,795,25,48240,140,150,40,28155,2080,16650,1205,30545,80,105,25,16820,1430,11460,890,17670,55,25,10,11335,600,5195,330,369260,1040,4925,500,134080,19535,201695,15090,190435,550,2495,230,68740,10075,104575,8090,178845,495,2410,215,65360,9405,97125,6960,44785,145,185,15,20465,1885,21265,1370,30275,85,120,10,13915,1240,14380,905,14500,25,55,0,6580,600,6885,440,324440,905,4720,465,113630,17655,180445,13690,160140,450,2345,210,54810,8835,90205,7190,164320,460,2335,205,58790,8790,90225,6470,240,220,500
